NOMBRE_TUI;TIPOS_TUI;CATEGORIA_TUI;DIRECCION;RATING_TUI;TOTAL_VALORACIONES_TUI;PRECIO;ESTADO_NEGOCIO;LATITUD_TUI;LONGITUD_TUI;URL;WEBSITE;HORARIO;TELEFONO;RESERVA_POSIBLE;ACCESIBILIDAD_SILLA_RUEDAS
MC MUTUAL;Hospitales;Instituciones y servicios públicos;C. de Rodríguez San Pedro, Núm. 4, 6, Chamberí, 28015 Madrid, Spain;2,8;174;;Abierto;404315;370584;https://maps.google.com/?cid=2879880756291669243;https://www.mc-mutual.com/;Monday: 8:00?AM?–?8:00?PM | Tuesday: 8:00?AM?–?8:00?PM | Wednesday: 8:00?AM?–?8:00?PM | Thursday: 8:00?AM?–?8:00?PM | Friday: 8:00?AM?–?8:00?PM | Saturday: Closed | Sunday: Closed;914 67 97 90;FALSO;VERDADERO
Granel Madrid;Supermercados;Compras;C. de Embajadores, 12, Centro, 28012 Madrid, Spain;4,6;672;;Cerrado temporalmente;404101;370653;https://maps.google.com/?cid=17853881260114098287;http://www.granelmadrid.com/;;911 69 90 33;FALSO;VERDADERO
Luxenter - El Corte Inglés Preciados;Joyerías;Compras;C. de Preciados, 3, Centro, 28013 Madrid, Spain;3,2;9;;Abierto;404176;370484;https://maps.google.com/?cid=6082003377346879897;http://www.luxenter.com/;Monday: 10:00?AM?–?10:00?PM | Tuesday: 10:00?AM?–?10:00?PM | Wednesday: 10:00?AM?–?10:00?PM | Thursday: 10:00?AM?–?10:00?PM | Friday: 10:00?AM?–?10:00?PM | Saturday: 10:00?AM?–?10:00?PM | Sunday: 10:00?AM?–?10:00?PM;681 86 47 53;FALSO;VERDADERO
Savia Bruta Flower School;Colegios;Instituciones y servicios públicos;C. de Fomento, 32, Centro, 28013 Madrid, Spain;4,8;43;;Abierto;404219;371072;https://maps.google.com/?cid=940199464724008690;https://www.saviabrutaflowerschool.com/;Monday: 11:00?AM?–?6:00?PM | Tuesday: 11:00?AM?–?6:00?PM | Wednesday: 11:00?AM?–?6:00?PM | Thursday: 11:00?AM?–?6:00?PM | Friday: 11:00?AM?–?6:00?PM | Saturday: Closed | Sunday: Closed;692 15 59 26;FALSO;FALSO
Casón del Buen Retiro;Estaciones de autobús;Transporte;Retiro, 28009 Madrid, Spain;4,5;2;;Abierto;404164;368881;https://maps.google.com/?cid=8590128168623642700;;;;FALSO;VERDADERO
Petit Palace Santa Barbara;Albergues, Apartamentos turísticos, Hostales, Hoteles, Restaurantes, Tapas, Vegano, Vegetariano;Alojamiento, Gastronomía y ocio nocturno;Plaza de Sta. Bárbara, 10, Centro, 28004 Madrid, Spain;4,5;1748;;Abierto;404264;369637;https://maps.google.com/?cid=1632166818988052053;https://www.petitpalacesantabarbara.com/en/?utm_source=google&utm_medium=organic&utm_campaign=MyBusiness&utm_content=SBA&origin_source=google&origin_medium=organic&origin_campaign=MyBusiness;;913 91 44 21;FALSO;VERDADERO
Farmacia Clara Rueda de Lecea;Farmacias;Compras;C. de Almagro, 11, Chamberí, 28010 Madrid, Spain;4,1;36;;Abierto;404302;369322;https://maps.google.com/?cid=5911153238820988320;http://www.farmaciaruedadelecea.com/;Monday: 8:30?AM?–?9:30?PM | Tuesday: 8:30?AM?–?9:30?PM | Wednesday: 8:30?AM?–?9:30?PM | Thursday: 8:30?AM?–?9:30?PM | Friday: 8:30?AM?–?9:30?PM | Saturday: 10:00?AM?–?3:00?PM | Sunday: Closed;913 08 18 55;FALSO;VERDADERO
Psoriasis Madrid;Hospitales;Instituciones y servicios públicos;Calle de la Princesa, 3. Duplicado, Piso 1º. Puerta 0115, Moncloa - Aravaca, 28008 Madrid, Spain;0;0;;Abierto;404245;371302;https://maps.google.com/?cid=11064303886194992743;http://www.psoriasismadrid.com/;Monday: 9:00?AM?–?9:00?PM | Tuesday: 9:00?AM?–?9:00?PM | Wednesday: 9:00?AM?–?9:00?PM | Thursday: 9:00?AM?–?9:00?PM | Friday: 9:00?AM?–?2:00?PM | Saturday: Closed | Sunday: Closed;919 22 35 69;FALSO;VERDADERO
Carhartt WIP Store Madrid Augusto Figueroa 11;Mercados, Perfumerías, Tiendas, Tiendas de ropa;Compras;C. de Augusto Figueroa, 11, Centro, 28004 Madrid, Spain;4,3;430;;Abierto;404229;369979;https://maps.google.com/?cid=9424368755876752548;https://www.carhartt-wip.com/;Monday: 11:00?AM?–?9:00?PM | Tuesday: 11:00?AM?–?9:00?PM | Wednesday: 11:00?AM?–?9:00?PM | Thursday: 11:00?AM?–?9:00?PM | Friday: 11:00?AM?–?9:00?PM | Saturday: 11:00?AM?–?9:00?PM | Sunday: 12:00?–?8:00?PM;915 32 98 84;FALSO;VERDADERO
Embajadores - Ronda de Toledo;Estaciones de autobús;Transporte;Arganzuela, 28005 Madrid, Spain;4;2;;Abierto;404050;370380;https://maps.google.com/?cid=17838217350713196628;;;;FALSO;VERDADERO
Banco de España;Estaciones de metro;Transporte;Centro, 28014 Madrid, Spain;4,3;262;;Abierto;404190;369499;https://maps.google.com/?cid=15439045379369683423;;;;FALSO;VERDADERO
Hotel Moderno;Campos de golf, Templos budistas;Bienestar y deporte, Religión;C. del Arenal, 2, Centro, 28013 Madrid, Spain;4,4;2210;;Abierto;404170;370489;https://maps.google.com/?cid=15279227666341163054;http://www.hotel-moderno.com/?utm_source=google&utm_medium=organic&utm_campaign=my_business;Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours;915 31 09 00;FALSO;VERDADERO
ICO Museum;Centros culturales, Montañas, Museos, Oficinas de turismo, Senderismo;Cultura y arte, Instituciones y servicios públicos, Naturaleza y actividades al aire libre;C. de Zorrilla, 3, Centro, 28014 Madrid, Spain;4,5;1563;;Cerrado temporalmente;404168;369778;https://maps.google.com/?cid=1539470707967407610;http://www.fundacionico.es/arte;;914 20 12 42;FALSO;VERDADERO
Aparcamiento para bicicletas;Aparcamientos;Transporte;C. de Carretas, 3, Centro, 28012 Madrid, Spain;1;1;;Abierto;404165;370322;https://maps.google.com/?cid=12225995547823697831;https://www.madrid.es/;Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours;;FALSO;FALSO
Salón Luis & Tachi - Eduardo Dato;Piscinas, Spas;Bienestar y deporte;P.º de Eduardo Dato, 15, Chamberí, 28010 Madrid, Spain;4,6;105;;Abierto;404330;369372;https://maps.google.com/?cid=3450433764030263769;http://www.luisytachi.com/;Monday: 10:00?AM?–?8:00?PM | Tuesday: 10:00?AM?–?8:00?PM | Wednesday: 10:00?AM?–?8:00?PM | Thursday: 10:00?AM?–?8:00?PM | Friday: 10:00?AM?–?8:00?PM | Saturday: 9:30?AM?–?2:30?PM | Sunday: Closed;913 19 70 05;FALSO;VERDADERO
Carmencita Brunch;Cafés;Gastronomía y ocio nocturno;C. de San Vicente Ferrer, 57, Centro, 28015 Madrid, Spain;4,6;3541;Barato;Abierto;404261;370790;https://maps.google.com/?cid=3128596001001833931;http://www.carmencitabrunch.es/;Monday: 9:00?AM?–?4:00?PM | Tuesday: 9:00?AM?–?4:00?PM | Wednesday: 9:00?AM?–?4:00?PM | Thursday: 9:00?AM?–?4:00?PM | Friday: 9:00?AM?–?4:00?PM | Saturday: 9:00?AM?–?4:30?PM | Sunday: 9:00?AM?–?4:30?PM;910 00 38 90;VERDADERO;FALSO
Umivale Activa Madrid Acacias;Hospitales;Instituciones y servicios públicos;P.º de las Acacias, 30, Arganzuela, 28005 Madrid, Spain;2,4;128;;Abierto;404033;370942;https://maps.google.com/?cid=15154041591913197373;https://umivaleactiva.es/red-de-centros/umivale-activa-madrid-acacias;;913 64 79 01;FALSO;VERDADERO
Casa del Libro;Librerías, Mercados, Perfumerías, Tiendas;Compras;Gran Vía, 29, Centro, 28013 Madrid, Spain;4,6;15865;;Abierto;404199;370321;https://maps.google.com/?cid=375736022625885784;https://www.casadellibro.com/nosotros/tienda/gran-via-29/1;Monday: 9:30?AM?–?9:30?PM | Tuesday: 9:30?AM?–?9:30?PM | Wednesday: 9:30?AM?–?9:30?PM | Thursday: 9:30?AM?–?9:30?PM | Friday: 9:30?AM?–?9:30?PM | Saturday: 9:30?AM?–?9:30?PM | Sunday: 10:00?AM?–?9:00?PM;911 79 34 63;FALSO;VERDADERO
Dra. Hernandez;Hospitales;Instituciones y servicios públicos;C. Alcalá, 99, 1ºB, Salamanca, 28001 Madrid, Spain;4,3;6;;Abierto;404214;368356;https://maps.google.com/?cid=6040505656546950734;;;608 61 92 19;FALSO;FALSO
Embassy of Uzbekistan;Consulados, Embajadas;Instituciones y servicios públicos;Pl. de la Lealtad, 3, Retiro, 28014 Madrid, Spain;4,4;32;;Abierto;404159;369201;https://maps.google.com/?cid=9904594811439410331;http://spain.mfa.uz/;Monday: 9:00?AM?–?6:00?PM | Tuesday: 9:00?AM?–?6:00?PM | Wednesday: 9:00?AM?–?6:00?PM | Thursday: 9:00?AM?–?6:00?PM | Friday: 9:00?AM?–?6:00?PM | Saturday: 9:00?AM?–?3:00?PM | Sunday: Closed;913 10 16 39;FALSO;FALSO
Repsol;Gasolineras;Transporte;C. de Almagro, 7, Chamberí, 28010 Madrid, Spain;3,7;104;;Abierto;404291;369417;https://maps.google.com/?cid=821067553799941122;https://www.repsol.es/es/productos-y-servicios/estaciones-de-servicio/index.cshtml;Monday: 8:30?AM?–?3:00?PM, 4:00?–?8:30?PM | Tuesday: 8:30?AM?–?3:00?PM, 4:00?–?8:30?PM | Wednesday: 8:30?AM?–?3:00?PM, 4:00?–?8:30?PM | Thursday: 8:30?AM?–?3:00?PM, 4:00?–?8:30?PM | Friday: 8:30?AM?–?3:00?PM, 4:00?–?8:30?PM | Saturday: 8:30?AM?–?2:30?PM | Sunday: Closed;;FALSO;FALSO
San Bernardo - Dos de Mayo;Estaciones de autobús;Transporte;Centro, 28015 Madrid, Spain;0;0;;Abierto;404272;370648;https://maps.google.com/?cid=2515807379982690543;;;;FALSO;VERDADERO
Club Argo;Discotecas;Gastronomía y ocio nocturno;Pl. de Sta. Ana, 7, Centro, 28012 Madrid, Spain;4,5;1016;Caro;Abierto;404143;370047;https://maps.google.com/?cid=2249822772524552301;http://www.argoasociacion.es/;Monday: 12:00?PM?–?1:00?AM | Tuesday: 12:00?PM?–?1:00?AM | Wednesday: 12:00?PM?–?1:00?AM | Thursday: 12:00?PM?–?1:00?AM | Friday: 12:00?PM?–?1:00?AM | Saturday: 12:00?PM?–?1:00?AM | Sunday: 12:00?PM?–?1:00?AM;914 15 39 40;FALSO;FALSO
Embassy of France;Consulados, Embajadas;Instituciones y servicios públicos;C. de Salustiano Olózaga, 9, Salamanca, 28001 Madrid, Spain;2,7;161;;Abierto;404205;368990;https://maps.google.com/?cid=16039375223497089452;https://es.ambafrance.org/;Monday: 9:30?AM?–?7:30?PM | Tuesday: 9:30?AM?–?7:30?PM | Wednesday: 9:30?AM?–?7:30?PM | Thursday: 9:30?AM?–?7:30?PM | Friday: 9:30?AM?–?7:30?PM | Saturday: Closed | Sunday: Closed;914 23 89 00;FALSO;VERDADERO
Farmacia La Victoria;Farmacias;Compras;C. de la Victoria, 6, Centro, 28012 Madrid, Spain;4,8;46;;Abierto;404159;370173;https://maps.google.com/?cid=18442082699333561587;https://farmalavictoria.com/;Monday: 9:30?AM?–?9:30?PM | Tuesday: 9:30?AM?–?9:30?PM | Wednesday: 9:30?AM?–?9:30?PM | Thursday: 9:30?AM?–?9:30?PM | Friday: 9:30?AM?–?9:30?PM | Saturday: 9:30?AM?–?9:30?PM | Sunday: 9:30?AM?–?9:30?PM;915 21 81 14;FALSO;VERDADERO
Centro de Información de Dianética y Scientology - Cienciología;Basílicas, Catedrales, Conventos, Ermitas, Iglesias, Monasterios;Religión;C. del Prado, 27, Centro, 28014 Madrid, Spain;4,1;71;;Abierto;404152;369766;https://maps.google.com/?cid=16922519661506041276;http://www.iglesiadescientology.es/;Monday: 10:00?AM?–?10:00?PM | Tuesday: 10:00?AM?–?10:00?PM | Wednesday: 10:00?AM?–?10:00?PM | Thursday: 10:00?AM?–?10:00?PM | Friday: 10:00?AM?–?10:00?PM | Saturday: 2:30?–?9:30?PM | Sunday: 10:00?AM?–?10:00?PM;912 09 21 70;FALSO;VERDADERO
Boutique Montblanc Madrid;Joyerías;Compras;C. de Serrano, 50, Salamanca, 28001 Madrid, Spain;4,2;212;;Abierto;404274;368714;https://maps.google.com/?cid=4234980921359363662;http://www.montblanc.com/es/home.html;Monday: 10:00?AM?–?8:30?PM | Tuesday: 10:00?AM?–?8:30?PM | Wednesday: 10:00?AM?–?8:30?PM | Thursday: 10:00?AM?–?8:30?PM | Friday: 10:00?AM?–?8:30?PM | Saturday: 10:00?AM?–?8:30?PM | Sunday: Closed;914 36 44 90;FALSO;VERDADERO
Toda Enn Uno;Centros comerciales;Compras;Prta del Sol, 14, Centro, 28013 Madrid, Spain;0;0;;Abierto;404171;370253;https://maps.google.com/?cid=6962813841232951093;https://vwfbsh-ag.myshopify.com/;;(21) 98908-9064;FALSO;FALSO
Alliance Française Madrid / Alianza Francesa Madrid;Colegios;Instituciones y servicios públicos;Cuesta de Sto. Domingo, 13, Centro, 28013 Madrid, Spain;4,4;90;;Abierto;404201;370883;https://maps.google.com/?cid=8575774956258743740;http://www.afmadrid.es/;Monday: 9:00?AM?–?8:30?PM | Tuesday: 9:00?AM?–?8:30?PM | Wednesday: 9:00?AM?–?8:30?PM | Thursday: 9:00?AM?–?8:30?PM | Friday: 9:00?AM?–?8:30?PM | Saturday: 9:00?AM?–?1:30?PM | Sunday: Closed;914 35 15 32;FALSO;VERDADERO
Zapaoso;Zapaterías;Compras;C. de Bravo Murillo, 12, Chamberí, 28015 Madrid, Spain;4,7;28;;Abierto;404347;370411;https://maps.google.com/?cid=1740647747656490320;https://www.zapaoso.com/;Monday: 10:30?AM?–?2:00?PM, 5:00?–?8:00?PM | Tuesday: 10:30?AM?–?2:00?PM, 5:00?–?8:00?PM | Wednesday: 10:30?AM?–?2:00?PM, 5:00?–?8:00?PM | Thursday: 10:30?AM?–?2:00?PM, 5:00?–?8:00?PM | Friday: 10:30?AM?–?2:00?PM, 5:00?–?8:00?PM | Saturday: 11:00?AM?–?2:00?PM | Sunday: Closed;914 50 05 00;FALSO;FALSO
Rodilla;Cafés;Gastronomía y ocio nocturno;C. de Preciados, 25, Centro, 28013 Madrid, Spain;3,9;4576;Barato;Abierto;404194;370571;https://maps.google.com/?cid=17549784185051185823;https://www.rodilla.es/?utm-medium=organic&utm_campaign=google-local_CLR-TP0001&utm_source=google;Monday: 7:00?AM?–?11:00?PM | Tuesday: 7:00?AM?–?11:00?PM | Wednesday: 7:00?AM?–?11:00?PM | Thursday: 7:00?AM?–?11:00?PM | Friday: 7:00?AM?–?11:30?PM | Saturday: 7:00?AM?–?12:00?AM | Sunday: 7:30?AM?–?11:00?PM;915 93 03 70;FALSO;VERDADERO
Rosaleda del Parque del Oeste;Jardines, Parques, Parques naturales;Naturaleza y actividades al aire libre;C. de la Rosaleda, s/n, Moncloa - Aravaca, 28008 Madrid, Spain;4,7;3566;;Abierto;404264;372191;https://maps.google.com/?cid=13162693649420865826;https://www.madrid.es/portales/munimadrid/es/Inicio/El-Ayuntamiento/Parques-y-jardines/Patrimonio-Verde/Parques-en-Madrid/Rosaleda-de-Madrid-Parque-del-Oeste/?vgnextfmt=default&vgnextoid=5fca4db4e702f210VgnVCM2000000c205a0aRCRD&vgnextchannel=38bb1914e7d4e210VgnVCM1000000b205a0aRCRD;Monday: 10:00?AM?–?9:00?PM | Tuesday: 10:00?AM?–?9:00?PM | Wednesday: 10:00?AM?–?9:00?PM | Thursday: 10:00?AM?–?9:00?PM | Friday: 10:00?AM?–?9:00?PM | Saturday: 10:00?AM?–?9:00?PM | Sunday: 10:00?AM?–?9:00?PM;915 48 95 12;FALSO;VERDADERO
Joyería ALVIORO;Joyerías;Compras;C. de Atocha, 18, Centro, 28012 Madrid, Spain;4,7;89;;Abierto;404140;370349;https://maps.google.com/?cid=18302564774331988245;https://joyeriaalvioro.com/;Monday: 10:00?AM?–?2:00?PM, 5:00?–?8:30?PM | Tuesday: 10:00?AM?–?2:00?PM, 5:00?–?8:30?PM | Wednesday: 10:00?AM?–?2:00?PM, 5:00?–?8:30?PM | Thursday: 10:00?AM?–?2:00?PM, 5:00?–?8:30?PM | Friday: 10:00?AM?–?2:00?PM, 5:00?–?8:30?PM | Saturday: 10:30?AM?–?2:00?PM | Sunday: Closed;913 69 13 73;FALSO;FALSO
Lavapiés;Estaciones de autobús;Transporte;Centro, 28012 Madrid, Spain;0;0;;Abierto;404086;370115;https://maps.google.com/?cid=15214374277065961031;;;;FALSO;FALSO
Parking Centro Madrid;Aparcamientos;Transporte;C. de los Jardines, 16, Centro, 28013 Madrid, Spain;2,4;173;;Abierto;404188;370098;https://maps.google.com/?cid=12177618711200623609;https://parkimeter.es/parking-madrid/parking-jardines-16-centro-madrid;Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours;915 22 90 07;FALSO;FALSO
Jardines de San Francisco;Jardines, Parques, Parques naturales;Naturaleza y actividades al aire libre;Gran Vía de San Francisco, 29, Centro, 28005 Madrid, Spain;4,3;1066;;Abierto;404100;371436;https://maps.google.com/?cid=8084120093966896737;;Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours;;FALSO;VERDADERO
Turismo Madrid;Ayuntamientos;Instituciones y servicios públicos;C. Mayor, 22, 34, Centro, 28013 Madrid, Spain;4,1;10;;Abierto;404160;370743;https://maps.google.com/?cid=13185790128006665838;;;;FALSO;VERDADERO
Varela Café;Cafés, Mercados, Perfumerías, Tiendas;Compras, Gastronomía y ocio nocturno;C. de Preciados, 37, Centro, 28013 Madrid, Spain;4,4;1950;Moderado;Abierto;404196;370745;https://maps.google.com/?cid=5365112568611976535;https://www.cafevarela.com/;Monday: 12:30?PM?–?12:00?AM | Tuesday: 12:30?PM?–?12:00?AM | Wednesday: 12:30?PM?–?12:00?AM | Thursday: 12:30?PM?–?12:00?AM | Friday: 12:30?PM?–?12:00?AM | Saturday: 12:30?PM?–?12:00?AM | Sunday: 12:30?PM?–?12:00?AM;914 54 44 06;VERDADERO;VERDADERO
????;Hospitales;Instituciones y servicios públicos;C. de la Virgen de los Peligros, 9, Centro, 28013 Madrid, Spain;0;0;;Abierto;404188;369973;https://maps.google.com/?cid=18315699009748542661;;;688 02 25 18;FALSO;VERDADERO
La Fiambrera Art Gallery;Galerías de arte, Librerías;Compras, Cultura y arte;C. del Pez, 30, Centro, 28004 Madrid, Spain;4,7;917;;Abierto;404240;370605;https://maps.google.com/?cid=14848665689244396600;http://www.lafiambrera.net/;Monday: 11:00?AM?–?2:30?PM, 4:00?–?8:30?PM | Tuesday: 11:00?AM?–?2:30?PM, 4:00?–?8:30?PM | Wednesday: 11:00?AM?–?2:30?PM, 4:00?–?8:30?PM | Thursday: 11:00?AM?–?2:30?PM, 4:00?–?8:30?PM | Friday: 11:00?AM?–?2:30?PM, 4:00?–?8:30?PM | Saturday: 12:00?–?8:30?PM | Sunday: Closed;917 04 60 30;FALSO;VERDADERO
Liria Palace;Centros culturales, Museos;Cultura y arte;Calle de la Princesa, 20, Centro, 28008 Madrid, Spain;4,3;4885;;Abierto;404276;371248;https://maps.google.com/?cid=18356271565638937679;https://www.palaciodeliria.com/;Monday: 10:00?AM?–?1:30?PM | Tuesday: 10:00?AM?–?6:00?PM | Wednesday: 10:00?AM?–?6:00?PM | Thursday: 10:00?AM?–?6:00?PM | Friday: 10:00?AM?–?6:00?PM | Saturday: 10:00?AM?–?6:00?PM | Sunday: 10:00?AM?–?6:00?PM;915 90 84 54;FALSO;VERDADERO
Saludando;Gimnasios;Bienestar y deporte;C. de Augusto Figueroa, 32, Patio interior del edificio, Centro, 28013 Madrid, Spain;4,9;64;;Abierto;404217;369654;https://maps.google.com/?cid=2116709794501950014;https://www.saludando.es/centro-de-entrenamiento-personal-nutricion-y-fisioterapia-chueca/;Monday: 7:00?AM?–?9:00?PM | Tuesday: 7:00?AM?–?9:00?PM | Wednesday: 7:00?AM?–?9:00?PM | Thursday: 7:00?AM?–?9:00?PM | Friday: 7:00?AM?–?9:00?PM | Saturday: Closed | Sunday: Closed;648 96 90 85;FALSO;VERDADERO
Jardín Prohibido;Bares, Cervecerías, Coctelerías;Gastronomía y ocio nocturno;C. de la Cruz, 39, Centro, 28012 Madrid, Spain;3,5;80;Barato;Abierto;404146;370290;https://maps.google.com/?cid=11508306539894883748;;Monday: Closed | Tuesday: 12:00?PM?–?12:00?AM | Wednesday: 12:00?PM?–?12:00?AM | Thursday: 12:00?PM?–?12:00?AM | Friday: 12:00?PM?–?2:30?AM | Saturday: 12:00?PM?–?2:30?AM | Sunday: 12:00?PM?–?12:00?AM;915 23 00 49;VERDADERO;VERDADERO
Eleggua;Librerías;Compras;C. de la Paz, 6, Centro, 28012 Madrid, Spain;4,2;508;;Abierto;404152;370435;https://maps.google.com/?cid=17976697358791792829;https://eleggua.es/;Monday: 10:00?AM?–?8:30?PM | Tuesday: 10:00?AM?–?8:30?PM | Wednesday: 10:00?AM?–?8:30?PM | Thursday: 10:00?AM?–?8:30?PM | Friday: 10:00?AM?–?8:30?PM | Saturday: 10:00?AM?–?8:30?PM | Sunday: 11:00?AM?–?8:00?PM;915 31 81 40;FALSO;FALSO
PREMAP SAFETY AND HEALTH, S.L.U.;Clínicas;Instituciones y servicios públicos;C. de Ercilla, 52, Arganzuela, 28005 Madrid, Spain;3;194;;Abierto;404000;370080;https://maps.google.com/?cid=10289215619343572200;https://www.quironprevencion.com/es/;Monday: 7:30?AM?–?3:00?PM | Tuesday: 7:30?AM?–?3:00?PM | Wednesday: 7:30?AM?–?3:00?PM | Thursday: 7:30?AM?–?3:00?PM | Friday: 7:30?AM?–?3:00?PM | Saturday: Closed | Sunday: Closed;915 17 94 20;FALSO;VERDADERO
PSICÓLOGA SEXÓLOGA ROSA COLLADO;Clínicas;Instituciones y servicios públicos;Gran Vía, 40, Centro, 28004 Madrid, Spain;5;2;;Abierto;404204;370494;https://maps.google.com/?cid=12866320992035845803;http://www.rosacolladopsicologia.com/;Monday: 10:00?AM?–?10:00?PM | Tuesday: Closed | Wednesday: Closed | Thursday: Closed | Friday: Closed | Saturday: Closed | Sunday: Closed;630 95 20 94;FALSO;FALSO
EXPERIMENTO Madrid;Galerías de arte;Cultura y arte;Calle de Palafox, 7, local, Chamberí, 28010 Madrid, Spain;4,8;6;;Abierto;404307;370111;https://maps.google.com/?cid=2377429443350034826;;Monday: 9:00?AM?–?2:00?PM | Tuesday: 9:00?AM?–?7:00?PM | Wednesday: 9:00?AM?–?7:00?PM | Thursday: 9:00?AM?–?7:00?PM | Friday: 9:00?AM?–?7:00?PM | Saturday: 9:00?AM?–?7:00?PM | Sunday: Closed;636 28 71 06;FALSO;FALSO
IES Santa Engracia;Colegios;Instituciones y servicios públicos;Calle de Sta Engracia, 13, Chamberí, 28010 Madrid, Spain;0;0;;Abierto;404296;369740;https://maps.google.com/?cid=7202697846635577012;https://site.educa.madrid.org/ies.santaengracia.madrid/;;914 47 72 34;FALSO;VERDADERO
Parking Saba Estación Tren Madrid - Atocha P2;Aparcamientos;Transporte;P.º de la Infanta Isabel, S/n, Arganzuela, 28012 Madrid, Spain;3;1033;;Abierto;404063;368836;https://maps.google.com/?cid=10248658356254221479;https://www.saba.es/es/parking-madrid/parking-saba-estacion-tren-madrid-atocha-p2?utm_source=gbp&utm_medium=organic&utm_campaign=estacion-atocha;Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours;935 57 56 27;FALSO;VERDADERO
El Casón del Buen Retiro;Bibliotecas, Centros culturales, Montañas, Museos, Oficinas de turismo, Senderismo;Cultura y arte, Instituciones y servicios públicos, Naturaleza y actividades al aire libre;C. de Alfonso XII, 28, Retiro, 28014 Madrid, Spain;4,3;161;;Abierto;404152;368960;https://maps.google.com/?cid=3748060889382025506;https://www.museodelprado.es/;;902 10 70 77;FALSO;VERDADERO
Carrefour Express;Supermercados;Compras;C/ de Hortaleza, 17, Centro, 28004 Madrid, Spain;3,9;274;;Abierto;404214;370034;https://maps.google.com/?cid=9274126093769256614;https://www.carrefour.es/tiendas-carrefour/supermercados/carrefour-express/calle-hortaleza-17-madrid-s.aspx;Monday: 9:00?AM?–?12:00?AM | Tuesday: 9:00?AM?–?12:00?AM | Wednesday: 9:00?AM?–?12:00?AM | Thursday: 9:00?AM?–?12:00?AM | Friday: 9:00?AM?–?12:00?AM | Saturday: 9:00?AM?–?12:00?AM | Sunday: 9:00?AM?–?12:00?AM;652 73 85 64;FALSO;VERDADERO
Farmacia CEA;Farmacias;Compras;C. de Preciados, 14, Centro, 28013 Madrid, Spain;3,1;76;;Abierto;404180;370460;https://maps.google.com/?cid=1216863751803100175;http://www.farmaciacea.es/;Monday: 9:00?AM?–?10:00?PM | Tuesday: 9:00?AM?–?10:00?PM | Wednesday: 9:00?AM?–?10:00?PM | Thursday: 9:00?AM?–?10:00?PM | Friday: 9:00?AM?–?10:00?PM | Saturday: 9:00?AM?–?10:00?PM | Sunday: 9:00?AM?–?10:00?PM;915 31 44 10;FALSO;VERDADERO
Farmacia Lavapies;Farmacias;Compras;C. de Lavapiés, 56, Centro, 28012 Madrid, Spain;4,2;106;;Abierto;404089;370169;https://maps.google.com/?cid=1828204960567561592;https://www.farmaciamariaestebanjimenezfmas.com/;Monday: 9:30?AM?–?9:30?PM | Tuesday: 9:30?AM?–?9:30?PM | Wednesday: 9:30?AM?–?9:30?PM | Thursday: 9:30?AM?–?9:30?PM | Friday: 9:30?AM?–?9:30?PM | Saturday: 9:30?AM?–?9:30?PM | Sunday: Closed;915 27 24 30;FALSO;VERDADERO
Embassy of Latvia;Consulados, Embajadas;Instituciones y servicios públicos;C. de Moreto, 5, 1°D, Retiro, 28014 Madrid, Spain;3,8;46;;Abierto;404144;369013;https://maps.google.com/?cid=11943084501084853841;http://www.mfa.gov.lv/en/spain;Monday: 9:00?AM?–?5:00?PM | Tuesday: 9:00?AM?–?5:00?PM | Wednesday: 9:00?AM?–?5:00?PM | Thursday: 9:00?AM?–?5:00?PM | Friday: 9:00?AM?–?5:00?PM | Saturday: Closed | Sunday: Closed;913 69 13 62;FALSO;FALSO
Plaza Tirso de Molina;Jardines, Parques, Parques naturales;Naturaleza y actividades al aire libre;Centro, Centro, 28012 Madrid, Spain;4;23;;Abierto;404123;370465;https://maps.google.com/?cid=18224946183389232307;;;;FALSO;FALSO
Restaurante Bocaíto;Bares, Cervecerías, Coctelerías;Gastronomía y ocio nocturno;C. de la Libertad, 6, Centro, 28004 Madrid, Spain;3,7;316;Caro;Cerrado temporalmente;404205;369734;https://maps.google.com/?cid=16019858912796652393;http://www.bocaito.com/;;915 32 12 19;VERDADERO;FALSO
ProtoDiam;Joyerías;Compras;C. de la Montera, 24, Centro, 28013 Madrid, Spain;0;0;;Abierto;404183;370303;https://maps.google.com/?cid=6525448410012379624;http://www.protodiam.com/;;915 32 68 62;FALSO;FALSO
