NOMBRE_TUI;TIPOS_TUI;CATEGORIA_TUI;DIRECCION;RATING_TUI;TOTAL_VALORACIONES_TUI;PRECIO;ESTADO_NEGOCIO;LATITUD_TUI;LONGITUD_TUI;URL;WEBSITE;HORARIO;TELEFONO;RESERVA_POSIBLE;ACCESIBILIDAD_SILLA_RUEDAS
Heroe bar de los 80;Discotecas;Gastronomía y ocio nocturno;Cost.ª de los Desamparados, 3, Centro, 28014 Madrid, Spain;4,2;758;Moderado;Abierto;404126;369650;https://maps.google.com/?cid=10761616933302581658;https://m.facebook.com/Heroehuertas/;Monday: Closed | Tuesday: Closed | Wednesday: Closed | Thursday: Closed | Friday: 10:00?PM?–?3:30?AM | Saturday: 10:00?PM?–?3:30?AM | Sunday: Closed;606 86 25 02;FALSO;FALSO
Farmacia Puebla - La Central De Específicos;Farmacias;Compras;C. de la Puebla, 9, Centro, 28004 Madrid, Spain;3,3;7;;Abierto;404221;370321;https://maps.google.com/?cid=2120248298920896440;https://www.farmaciapuebla9fmas.com/;Monday: 9:30?AM?–?1:45?PM, 5:00?–?8:00?PM | Tuesday: 9:30?AM?–?1:45?PM, 5:00?–?8:00?PM | Wednesday: 9:30?AM?–?1:45?PM, 5:00?–?8:00?PM | Thursday: 9:30?AM?–?1:45?PM, 5:00?–?8:00?PM | Friday: 9:30?AM?–?1:45?PM, 5:00?–?8:00?PM | Saturday: 10:00?AM?–?1:45?PM | Sunday: Closed;915 21 15 25;FALSO;VERDADERO
Antiguedades Espalter;Galerías de arte;Cultura y arte;C. del Rey Francisco, 7, Moncloa - Aravaca, 28008 Madrid, Spain;4,4;80;;Abierto;404275;371561;https://maps.google.com/?cid=15431264229274666455;http://www.antiguedadesespalter.es/;Monday: 10:00?AM?–?8:00?PM | Tuesday: 10:00?AM?–?8:00?PM | Wednesday: 10:00?AM?–?8:00?PM | Thursday: 10:00?AM?–?8:00?PM | Friday: 10:00?AM?–?8:00?PM | Saturday: 10:00?AM?–?8:00?PM | Sunday: 10:00?AM?–?8:00?PM;600 47 74 74;FALSO;VERDADERO
Embajada de la República Árabe Siria;Consulados, Embajadas;Instituciones y servicios públicos;Pl. Platería de Martínez, 1, Centro, 28014 Madrid, Spain;4,2;88;;Abierto;404125;369375;https://maps.google.com/?cid=9506877392750438142;http://www.mofaex.gov.sy/madrid-embassy/;Monday: 9:00?–?11:30?AM, 2:00?–?3:00?PM | Tuesday: 9:00?–?11:30?AM, 2:00?–?3:00?PM | Wednesday: 9:00?–?11:30?AM, 2:00?–?3:00?PM | Thursday: 9:00?–?11:30?AM, 2:00?–?3:00?PM | Friday: 9:00?–?11:30?AM, 1:00?–?2:00?PM | Saturday: Closed | Sunday: Closed;914 20 16 02;FALSO;FALSO
Antigua Casa Crespo;Zapaterías;Compras;Calle del Divino Pastor, 29, Centro, 28004 Madrid, Spain;4,6;173;;Abierto;404277;370459;https://maps.google.com/?cid=14434821652786812678;http://www.antiguacasacrespo.com/;Monday: 10:30?AM?–?2:00?PM, 5:00?–?8:00?PM | Tuesday: 10:30?AM?–?2:00?PM, 5:00?–?8:00?PM | Wednesday: 10:30?AM?–?2:00?PM, 5:00?–?8:00?PM | Thursday: 10:30?AM?–?2:00?PM, 5:00?–?8:00?PM | Friday: 10:30?AM?–?2:00?PM, 5:00?–?8:00?PM | Saturday: 10:30?AM?–?2:00?PM, 5:00?–?8:00?PM | Sunday: Closed;915 21 56 54;FALSO;FALSO
La Duquesita;Panaderías;Compras;C. de Fernando VI, 2, Centro, 28004 Madrid, Spain;4;1735;Moderado;Abierto;404256;369695;https://maps.google.com/?cid=16461534772377390383;https://laduquesita.es/;Monday: 9:00?AM?–?8:30?PM | Tuesday: 9:00?AM?–?8:30?PM | Wednesday: 9:00?AM?–?8:30?PM | Thursday: 9:00?AM?–?8:30?PM | Friday: 9:00?AM?–?8:30?PM | Saturday: 9:00?AM?–?8:30?PM | Sunday: 9:00?AM?–?8:30?PM;913 08 02 31;FALSO;FALSO
Hotel NH Collection Madrid Colón;Albergues, Apartamentos turísticos, Hostales, Hoteles;Alojamiento;C. del Marqués de Zurgena, 4, Salamanca, 28001 Madrid, Spain;4,6;1557;;Abierto;404260;368907;https://maps.google.com/?cid=2259242187535467107;https://www.nh-hotels.com/en/hotel/nh-collection-madrid-colon?utm_campaign=local-gmb&utm_medium=organic_search&utm_source=google_gmb;Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours;915 76 08 00;FALSO;VERDADERO
La Vía Láctea;Bares, Cervecerías, Coctelerías;Gastronomía y ocio nocturno;C. de Velarde, 18, Centro, 28004 Madrid, Spain;4,2;3993;Moderado;Abierto;404269;370292;https://maps.google.com/?cid=7072846427533474422;https://m.facebook.com/lavialacteabar/?locale2=es_ES;Monday: 7:00?PM?–?3:00?AM | Tuesday: 7:00?PM?–?3:00?AM | Wednesday: 7:00?PM?–?3:00?AM | Thursday: 7:00?PM?–?3:00?AM | Friday: 7:00?PM?–?3:30?AM | Saturday: 6:00?PM?–?3:30?AM | Sunday: 7:00?PM?–?3:00?AM;;FALSO;FALSO
Aparcamiento Interparking Barceló - Parking 24 Horas zona bajas emisiones Madrid;Aparcamientos;Transporte;C. de Barceló, S/N, Centro, 28004 Madrid, Spain;3,8;635;;Abierto;404263;370032;https://maps.google.com/?cid=4110126925782991554;http://www.interparking.es/es-ES/find-parking/Barcelo/?utm_source=MyBusiness&utm_medium=sitio%20web&utm_content=Barcelo&utm_campaign=posicionamiento;Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours;915 21 79 95;FALSO;VERDADERO
KGL. Norsk Ambassade;Consulados, Embajadas;Instituciones y servicios públicos;C. de Serrano, 26, Salamanca, 28001 Madrid, Spain;1;1;;Abierto;404241;368787;https://maps.google.com/?cid=5764276530204440134;https://www.norway.no/spain;Monday: 9:00?AM?–?3:00?PM | Tuesday: 9:00?AM?–?3:00?PM | Wednesday: 9:00?AM?–?3:00?PM | Thursday: 9:00?AM?–?3:00?PM | Friday: 9:00?AM?–?3:00?PM | Saturday: Closed | Sunday: Closed;914 36 38 40;FALSO;FALSO
Gran Vía - Pedro Zerolo;Estaciones de autobús;Transporte;Centro, 28013 Madrid, Spain;4,3;3;;Abierto;404195;369929;https://maps.google.com/?cid=1172213492549963523;;;;FALSO;VERDADERO
Quevedo;Estaciones de metro;Transporte;Calle de Fuencarral, 160, Chamberí, 28015 Madrid, Spain;4;113;;Abierto;404331;370432;https://maps.google.com/?cid=2920370784101456281;;;;FALSO;FALSO
Tienda Erótica amantis - Chueca;Mercados, Perfumerías, Tiendas;Compras;C. de Pelayo, 46, Centro, 28004 Madrid, Spain;4,7;155;;Abierto;404236;369782;https://maps.google.com/?cid=16135277602122439317;https://www.amantis.net/tiendas/amantis-pelayo/;Monday: 10:00?AM?–?10:00?PM | Tuesday: 10:00?AM?–?10:00?PM | Wednesday: 10:00?AM?–?10:00?PM | Thursday: 10:00?AM?–?10:00?PM | Friday: 10:00?AM?–?12:00?AM | Saturday: 10:00?AM?–?12:00?AM | Sunday: 11:00?AM?–?10:00?PM;917 02 05 10;FALSO;VERDADERO
Embajada de Serbia;Consulados, Embajadas;Instituciones y servicios públicos;Calle Velázquez, 3, Salamanca, 28001 Madrid, Spain;3,6;49;;Abierto;404214;368470;https://maps.google.com/?cid=11755144574234402183;http://www.madrid.mfa.gov.rs/;Monday: 8:30?AM?–?3:30?PM | Tuesday: 8:30?AM?–?3:30?PM | Wednesday: 8:30?AM?–?3:30?PM | Thursday: 8:30?AM?–?3:30?PM | Friday: 8:30?AM?–?3:00?PM | Saturday: Closed | Sunday: Closed;915 63 50 45;FALSO;FALSO
Carrefour Express;Supermercados;Compras;C. de Embajadores, 50, Centro, 28005 Madrid, Spain;3,9;103;;Abierto;404082;370478;https://maps.google.com/?cid=3036915202196342325;https://www.carrefour.es/tiendas-carrefour/supermercados/carrefour-express/embajadores-s.aspx;Monday: 9:00?AM?–?10:30?PM | Tuesday: 9:00?AM?–?10:30?PM | Wednesday: 9:00?AM?–?10:30?PM | Thursday: 9:00?AM?–?10:30?PM | Friday: 9:00?AM?–?10:30?PM | Saturday: 9:00?AM?–?10:30?PM | Sunday: 9:00?AM?–?10:30?PM;914 90 89 00;FALSO;VERDADERO
Farmacia Ópera Madrid;Farmacias;Compras;C. de Vergara, 12, Centro, 28013 Madrid, Spain;4,2;30;;Abierto;404174;371129;https://maps.google.com/?cid=2737123973396529687;;Monday: 9:30?AM?–?9:30?PM | Tuesday: 9:30?AM?–?9:30?PM | Wednesday: 9:30?AM?–?9:30?PM | Thursday: 9:30?AM?–?9:30?PM | Friday: 9:30?AM?–?9:30?PM | Saturday: 9:30?AM?–?9:30?PM | Sunday: 9:30?AM?–?3:30?PM;913 92 89 58;FALSO;VERDADERO
Dra. Tamara Ferrero Psychiatrist Madrid;Clínicas;Instituciones y servicios públicos;C. de Toledo, 55, 1º, Centro, 28005 Madrid, Spain;4,4;25;;Abierto;404116;370775;https://maps.google.com/?cid=10087412323004320120;http://www.reaccionapsiquiatria.com/;Monday: 9:30?AM?–?4:30?PM | Tuesday: 9:30?AM?–?4:30?PM | Wednesday: 9:30?AM?–?4:30?PM | Thursday: 9:30?AM?–?3:00?PM | Friday: 9:30?AM?–?4:30?PM | Saturday: Closed | Sunday: Closed;910 14 61 93;FALSO;FALSO
Cervecería L'Europe;Bares, Cervecerías, Coctelerías;Gastronomía y ocio nocturno;C. del Cardenal Cisneros, 19, Chamberí, 28010 Madrid, Spain;4,4;2938;Moderado;Abierto;404305;370189;https://maps.google.com/?cid=8521112451425128908;http://www.cerveceriaeuropa.com/;Monday: 6:00?PM?–?12:00?AM | Tuesday: 6:00?PM?–?12:00?AM | Wednesday: 6:00?PM?–?12:00?AM | Thursday: 6:00?PM?–?12:00?AM | Friday: 6:00?PM?–?2:00?AM | Saturday: 6:00?PM?–?2:00?AM | Sunday: 6:00?PM?–?12:00?AM;915 93 96 91;VERDADERO;FALSO
Salón Del Reino De Los Testigos Cristianos De Jehová;Basílicas, Catedrales, Conventos, Ermitas, Iglesias, Monasterios;Religión;C. de Martín de Vargas, 26, Arganzuela, 28005 Madrid, Spain;4,3;24;;Abierto;404024;370166;https://maps.google.com/?cid=12083007324881586798;http://jw.org/es;;;FALSO;VERDADERO
Royal Congregation of San Isidro of Madrid;Basílicas, Catedrales, Conventos, Ermitas, Iglesias, Monasterios;Religión;C. de Toledo, 37, Centro, 28005 Madrid, Spain;4,5;1702;;Abierto;404129;370724;https://maps.google.com/?cid=15763575083231700824;http://www.congregacionsanisidro.org/;Monday: Closed | Tuesday: 6:00?–?8:00?PM | Wednesday: Closed | Thursday: Closed | Friday: 6:00?–?8:00?PM | Saturday: Closed | Sunday: 10:00?AM?–?1:00?PM;913 69 23 10;FALSO;VERDADERO
Helena Rohner;Joyerías;Compras;C. del Almendro, 4, Centro, 28005 Madrid, Spain;4,3;45;;Abierto;404129;370898;https://maps.google.com/?cid=5027006331371314210;http://www.helenarohner.com/;Monday: 9:00?AM?–?8:30?PM | Tuesday: 9:00?AM?–?8:30?PM | Wednesday: 9:00?AM?–?8:30?PM | Thursday: 9:00?AM?–?8:30?PM | Friday: 9:00?AM?–?8:30?PM | Saturday: 12:00?–?2:30?PM, 3:30?–?8:00?PM | Sunday: Closed;913 65 79 06;FALSO;FALSO
Tennis point;Centros comerciales;Compras;P.º de la Virgen del Puerto, 57, Arganzuela, 28005 Madrid, Spain;0;0;;Abierto;404063;372158;https://maps.google.com/?cid=15299832205471163885;;;;FALSO;FALSO
Bodhidharma;Gimnasios;Bienestar y deporte;C. de la Arquitectura, 11, Arganzuela, 28005 Madrid, Spain;4,8;100;;Abierto;403994;370204;https://maps.google.com/?cid=5500313577868472603;https://boxeobodhidharma.wixsite.com/boxeobodhidharma;Monday: 12:00?–?10:00?PM | Tuesday: 12:00?–?10:00?PM | Wednesday: 12:00?–?10:00?PM | Thursday: 12:00?–?10:00?PM | Friday: 12:00?–?10:00?PM | Saturday: Closed | Sunday: Closed;616 29 78 87;FALSO;FALSO
Supermercado Dia;Supermercados;Compras;Ronda de Toledo, 14, Arganzuela, 28005 Madrid, Spain;3,9;142;;Abierto;404057;370783;https://maps.google.com/?cid=15852007298074601580;http://www.dia.es/compra-online/;Monday: 9:00?AM?–?9:30?PM | Tuesday: 9:00?AM?–?9:30?PM | Wednesday: 9:00?AM?–?9:30?PM | Thursday: 9:00?AM?–?9:30?PM | Friday: 9:00?AM?–?9:30?PM | Saturday: 9:00?AM?–?9:30?PM | Sunday: 9:00?AM?–?4:00?PM;912 17 04 53;FALSO;VERDADERO
IAU Center;Universidades;Instituciones y servicios públicos;Calle de la Colegiata, 9, Centro, 28012 Madrid, Spain;5;1;;Abierto;404126;370579;https://maps.google.com/?cid=973484232113575926;;;;FALSO;VERDADERO
Casino Gran Vía I Poker Room;Casinos;Gastronomía y ocio nocturno;Gran Vía, 24, Centro, 28013 Madrid, Spain;4,1;4478;;Abierto;404201;370083;https://maps.google.com/?cid=7362664183646429375;https://www.casinogranvia.com/;Monday: 10:00?AM?–?6:00?AM | Tuesday: 10:00?AM?–?6:00?AM | Wednesday: 10:00?AM?–?6:00?AM | Thursday: 10:00?AM?–?6:00?AM | Friday: 10:00?AM?–?6:00?AM | Saturday: 10:00?AM?–?6:00?AM | Sunday: 10:00?AM?–?6:00?AM;911 71 13 06;FALSO;VERDADERO
Paso a Paso Madrid. Escuela de baile;Colegios;Instituciones y servicios públicos;Centro La Corrala de la Danza, Calle del Dr. Piga, 5 Bis, Centro, 28012 Madrid, Spain;4,7;106;;Abierto;404086;369865;https://maps.google.com/?cid=1525180619485623438;http://www.pasoapasomadrid.com/;Monday: 10:00?AM?–?10:00?PM | Tuesday: 10:00?AM?–?10:00?PM | Wednesday: 10:00?AM?–?10:00?PM | Thursday: 10:00?AM?–?10:00?PM | Friday: 10:00?AM?–?10:00?PM | Saturday: 10:00?AM?–?2:00?PM | Sunday: Closed;659 11 56 61;FALSO;FALSO
Salon de Juegos Nevada;Casinos;Gastronomía y ocio nocturno;C. de Tortosa, 4, Arganzuela, 28045 Madrid, Spain;3;3;;Abierto;404060;369283;https://maps.google.com/?cid=8882326022330947404;https://www.admiralbet.es/es;Monday: 10:00?AM?–?12:30?AM | Tuesday: 10:00?AM?–?12:30?AM | Wednesday: 10:00?AM?–?12:30?AM | Thursday: 10:00?AM?–?12:30?AM | Friday: 10:00?AM?–?12:30?AM | Saturday: 10:00?AM?–?12:30?AM | Sunday: 10:00?AM?–?12:30?AM;;FALSO;VERDADERO
Marihuana Bronca Total;Tiendas de ropa;Compras;Pl. de Cascorro, 6, Centro, 28005 Madrid, Spain;4,5;556;;Abierto;404104;370710;https://maps.google.com/?cid=541195469545730228;http://www.marihuana-broncatotal.com/;Monday: 10:30?AM?–?2:00?PM, 5:00?–?8:30?PM | Tuesday: 10:30?AM?–?2:00?PM, 5:00?–?8:30?PM | Wednesday: 10:30?AM?–?2:00?PM, 5:00?–?8:30?PM | Thursday: 10:30?AM?–?2:00?PM, 5:00?–?8:30?PM | Friday: 10:30?AM?–?2:00?PM, 5:00?–?8:30?PM | Saturday: 10:30?AM?–?2:00?PM, 5:00?–?8:30?PM | Sunday: 10:00?AM?–?3:00?PM;914 67 35 92;FALSO;FALSO
Tantrend Bijoux;Joyerías;Compras;Calle de la Colegiata, 4, Centro, 28012 Madrid, Spain;4,4;10;;Abierto;404128;370565;https://maps.google.com/?cid=5672851345500700506;http://www.tantrend.com/;Monday: 11:00?AM?–?8:00?PM | Tuesday: 11:00?AM?–?8:00?PM | Wednesday: 11:00?AM?–?8:00?PM | Thursday: 11:00?AM?–?8:00?PM | Friday: 11:00?AM?–?8:00?PM | Saturday: 11:00?AM?–?8:00?PM | Sunday: Closed;913 60 17 17;FALSO;FALSO
Hotel Catalonia Puerta Del Sol;Albergues, Apartamentos turísticos, Campos de golf, Hostales, Hoteles, Templos budistas;Alojamiento, Bienestar y deporte, Religión;C. de Atocha, 23, Centro, 28012 Madrid, Spain;4,7;1304;;Abierto;404140;370286;https://maps.google.com/?cid=11570683573147126643;https://www.cataloniahotels.com/es/hotel/catalonia-puerta-del-sol?mb=1;;913 69 71 71;FALSO;VERDADERO
El Horno;Gimnasios;Bienestar y deporte;C. de la Esgrima, 11, Centro, 28012 Madrid, Spain;4,4;194;;Abierto;404110;370445;https://maps.google.com/?cid=3520559091521720707;http://www.centroelhorno.com/;Monday: 10:00?AM?–?3:00?PM, 5:00?–?9:30?PM | Tuesday: 10:00?AM?–?3:00?PM, 5:00?–?9:30?PM | Wednesday: 10:00?AM?–?3:00?PM, 5:00?–?9:30?PM | Thursday: 10:00?AM?–?3:00?PM, 5:00?–?9:30?PM | Friday: 10:00?AM?–?3:00?PM, 5:00?–?9:30?PM | Saturday: 10:00?AM?–?3:00?PM | Sunday: Closed;659 92 09 72;FALSO;FALSO
Gran Vía Medical Center;Clínicas;Instituciones y servicios públicos;C. de los Estudios, 9, Centro, 28012 Madrid, Spain;4,1;14;;Abierto;404116;370721;https://maps.google.com/?cid=14969920354136894630;http://www.dentalgv.com/;Monday: 9:00?AM?–?2:00?PM, 3:30?–?8:30?PM | Tuesday: 9:00?AM?–?2:00?PM, 3:30?–?8:30?PM | Wednesday: 9:00?AM?–?2:00?PM, 3:30?–?8:30?PM | Thursday: 9:00?AM?–?2:00?PM, 3:30?–?8:30?PM | Friday: 9:00?AM?–?2:00?PM | Saturday: Closed | Sunday: Closed;913 65 05 65;FALSO;FALSO
Massage Temple Princess;Piscinas, Spas;Bienestar y deporte;C. de Evaristo San Miguel, 19, Moncloa - Aravaca, 28008 Madrid, Spain;4,8;308;;Abierto;404256;371635;https://maps.google.com/?cid=18073853995119510168;https://www.templodelmasaje.com/;Monday: 10:00?AM?–?10:00?PM | Tuesday: 10:00?AM?–?10:00?PM | Wednesday: 10:00?AM?–?10:00?PM | Thursday: 10:00?AM?–?10:00?PM | Friday: 10:00?AM?–?10:00?PM | Saturday: 10:00?AM?–?10:00?PM | Sunday: 10:00?AM?–?10:00?PM;915 41 41 93;FALSO;VERDADERO
Acuna Public Library;Bibliotecas;Cultura y arte;C. de Quintana, 9, Moncloa - Aravaca, 28008 Madrid, Spain;3,1;172;;Abierto;404279;371693;https://maps.google.com/?cid=4943889463017022760;http://www.madrid.org/cs/Satellite?cid=1354380773306&language=es&pagename=PortalLector/Page/PLEC_contenidoFinalNavegable;Monday: 9:00?AM?–?9:00?PM | Tuesday: 9:00?AM?–?9:00?PM | Wednesday: 9:00?AM?–?9:00?PM | Thursday: 9:00?AM?–?9:00?PM | Friday: 9:00?AM?–?9:00?PM | Saturday: 9:00?AM?–?2:00?PM | Sunday: Closed;915 41 36 19;FALSO;FALSO
Consulado General del Paraguay;Consulados, Embajadas;Instituciones y servicios públicos;C. de Leganitos, 19, Centro, 28013 Madrid, Spain;5;1;;Abierto;404216;371018;https://maps.google.com/?cid=15803121667364985430;;;915 48 79 85;FALSO;FALSO
La Violeta;Mercados, Perfumerías, Tiendas;Compras;Pl. de Canalejas, 6, Centro, 28014 Madrid, Spain;4,5;1230;;Abierto;404165;370073;https://maps.google.com/?cid=14038086235657271050;http://www.lavioletaonline.es/;Monday: 10:00?AM?–?8:00?PM | Tuesday: 10:00?AM?–?8:00?PM | Wednesday: 10:00?AM?–?8:00?PM | Thursday: 10:00?AM?–?8:00?PM | Friday: 10:00?AM?–?8:00?PM | Saturday: 10:00?AM?–?8:00?PM | Sunday: Closed;915 22 55 22;FALSO;FALSO
Embajada de Georgia;Consulados, Embajadas;Instituciones y servicios públicos;Pl. de las Cortes, 4, 5D, Centro, 28014 Madrid, Spain;3;15;;Abierto;404158;369556;https://maps.google.com/?cid=5915290282165486137;http://spain.mfa.gov.ge/;Monday: 10:00?AM?–?2:00?PM | Tuesday: 10:00?AM?–?2:00?PM | Wednesday: 10:00?AM?–?2:00?PM | Thursday: 10:00?AM?–?2:00?PM | Friday: Closed | Saturday: Closed | Sunday: Closed;;FALSO;FALSO
Conde Duque Milenium Medical Center;Clínicas, Hospitales;Instituciones y servicios públicos;C. del Conde Duque, 21, Centro, 28015 Madrid, Spain;3,1;257;;Abierto;404294;370928;https://maps.google.com/?cid=307685659071836067;http://centromedicomilenium-condeduque.sanitas.es/?gmb=gmb:f-google:m-link:nc-cmcondeduque:p-hospitales;Monday: 8:30?AM?–?8:30?PM | Tuesday: 8:30?AM?–?8:30?PM | Wednesday: 8:30?AM?–?8:30?PM | Thursday: 8:30?AM?–?8:30?PM | Friday: 8:30?AM?–?8:30?PM | Saturday: Closed | Sunday: Closed;915 41 00 94;FALSO;VERDADERO
Hermanitas de los Pobres;Basílicas, Catedrales, Conventos, Ermitas, Iglesias, Monasterios;Religión;C. de Zurbarán, 4, Chamberí, 28010 Madrid, Spain;4,8;34;;Abierto;404295;369407;https://maps.google.com/?cid=3497333216984310895;https://www.hermanitasdelospobres.es/;;913 19 20 96;FALSO;VERDADERO
Atom Cómics Luna;Librerías;Compras;C. de la Luna, 16, Centro, 28004 Madrid, Spain;4,8;220;;Abierto;404223;370585;https://maps.google.com/?cid=6582509724793012514;http://www.atomcomics.net/;Monday: 10:30?AM?–?2:00?PM, 5:30?–?9:00?PM | Tuesday: 10:30?AM?–?2:00?PM, 5:00?–?9:00?PM | Wednesday: 10:30?AM?–?2:00?PM, 5:00?–?9:00?PM | Thursday: 10:30?AM?–?2:00?PM, 5:00?–?9:00?PM | Friday: 10:30?AM?–?2:00?PM, 4:00?–?9:00?PM | Saturday: 11:00?AM?–?2:00?PM, 4:30?–?9:00?PM | Sunday: Closed;912 79 50 15;FALSO;FALSO
Casa Árabe;Cines, Teatros;Cultura y arte;C. Alcalá, 62, Salamanca, 28009 Madrid, Spain;4,2;3049;;Abierto;404216;368185;https://maps.google.com/?cid=9934832183993360470;http://www.casaarabe.es/;Monday: 10:00?AM?–?8:00?PM | Tuesday: 10:00?AM?–?8:00?PM | Wednesday: 10:00?AM?–?8:00?PM | Thursday: 10:00?AM?–?8:00?PM | Friday: 10:00?AM?–?8:00?PM | Saturday: 10:00?AM?–?8:00?PM | Sunday: 10:00?AM?–?8:00?PM;915 63 30 66;FALSO;VERDADERO
Hotel Catalonia Gran Vía Madrid;Albergues, Apartamentos turísticos, Campos de golf, Hostales, Hoteles, Templos budistas;Alojamiento, Bienestar y deporte, Religión;Gran Vía, 7-9, Centro, 28013 Madrid, Spain;4,3;2871;;Abierto;404194;369852;https://maps.google.com/?cid=12167698444117952745;https://www.cataloniahotels.com/es/hotel/catalonia-gran-via-madrid?mb=1;;915 31 22 22;FALSO;VERDADERO
El Corte Inglés Callao (Edificio Deportes);Centros comerciales;Compras;Prta del Sol, 10, Centro, 28013 Madrid, Spain;4,2;1625;;Abierto;404170;370426;https://maps.google.com/?cid=16694720976321053812;http://www.elcorteingles.es/;Monday: 10:00?AM?–?10:00?PM | Tuesday: 10:00?AM?–?10:00?PM | Wednesday: 10:00?AM?–?10:00?PM | Thursday: 10:00?AM?–?10:00?PM | Friday: 10:00?AM?–?10:00?PM | Saturday: 10:00?AM?–?10:00?PM | Sunday: 11:00?AM?–?9:00?PM;913 79 80 00;FALSO;VERDADERO
CATS Chill Out Hostel;Albergues, Apartamentos turísticos, Campos de golf, Hostales, Hoteles, Templos budistas;Alojamiento, Bienestar y deporte, Religión;C. de la Cabeza, 24, Centro, 28012 Madrid, Spain;4;580;;Abierto;404118;370210;https://maps.google.com/?cid=16151025818022434224;https://catshostels.com/madrid-lavapies/;;915 06 48 40;FALSO;FALSO
La Latina;Estaciones de metro;Transporte;Centro, 28005 Madrid, Spain;4,4;378;;Abierto;404113;370830;https://maps.google.com/?cid=5924974465534323881;;;;FALSO;FALSO
Casa del Libro;Librerías;Compras;Calle de Fuencarral, 119, Chamberí, 28010 Madrid, Spain;4,4;3351;;Abierto;404302;370311;https://maps.google.com/?cid=13028351840251065222;https://www.casadellibro.com/nosotros/tienda/fuencarral-119/15;Monday: 9:30?AM?–?9:30?PM | Tuesday: 9:30?AM?–?9:30?PM | Wednesday: 9:30?AM?–?9:30?PM | Thursday: 9:30?AM?–?9:30?PM | Friday: 9:30?AM?–?9:30?PM | Saturday: 9:30?AM?–?9:30?PM | Sunday: 11:00?AM?–?9:00?PM;911 79 34 63;FALSO;VERDADERO
ROSA CLARÁ;Tiendas de ropa;Compras;C. del Arenal, 5, Centro, 28013 Madrid, Spain;4,4;622;;Abierto;404167;370539;https://maps.google.com/?cid=8848815877935388506;https://www.rosaclara.es/es/tienda/rosa-clara-madrid;Monday: 10:00?AM?–?8:30?PM | Tuesday: 10:00?AM?–?8:30?PM | Wednesday: 10:00?AM?–?8:30?PM | Thursday: 10:00?AM?–?8:30?PM | Friday: 10:00?AM?–?8:30?PM | Saturday: 11:00?AM?–?7:00?PM | Sunday: Closed;915 21 81 27;FALSO;FALSO
Archivo Franciscano Ibero-Oriental;Bibliotecas;Cultura y arte;C. de San Buenaventura, 1, Centro, 28005 Madrid, Spain;3,8;5;;Abierto;404107;371448;https://maps.google.com/?cid=17661482873792756114;http://bibliotecas.ofminmaculada.org/;;913 65 38 00;FALSO;VERDADERO
Open House Madrid | Clínica ETS;Clínicas, Hospitales;Instituciones y servicios públicos;C. de Atocha, 117, 1º izquierda, Centro, 28012 Madrid, Spain;4,9;55;;Abierto;404102;369439;https://maps.google.com/?cid=40121583846156080;https://openhouse.es/clinica-madrid;Monday: 10:00?AM?–?2:00?PM, 4:00?–?8:00?PM | Tuesday: 10:00?AM?–?2:00?PM, 4:00?–?8:00?PM | Wednesday: 10:00?AM?–?2:00?PM, 4:00?–?8:00?PM | Thursday: 10:00?AM?–?2:00?PM, 4:00?–?8:00?PM | Friday: 10:00?AM?–?2:00?PM, 4:00?–?8:00?PM | Saturday: Closed | Sunday: Closed;914 29 49 59;FALSO;VERDADERO
