NOMBRE_TUI,CATEGORIA_TUI,TIPOS_TUI,DIRECCION_TUI,WEBSITE,TELEFONO,HORARIO,RATING_TUI,TOTAL_VALORACIONES_TUI,GOOGLE_MAPS_URL,ESTADO_NEGOCIO,NIVEL_PRECIO,RESERVA_POSIBLE,ACCESIBILIDAD_SILLA_RUEDAS,DESCRIPCION_TUI,LATITUD_TUI,LONGITUD_TUI
Room007 Ventura Hostel,hoteles,"lodging, point_of_interest, establishment","Calle de Ventura de la Vega, 5 28014 Madrid, Spain",http://www.room00hostel.com/,914 20 44 81,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,4.0,1113,https://maps.google.com/?cid=10845811570006980177,OPERATIONAL,,False,True,"Bohemian hostel featuring a restaurant with a rooftop terrace, plus a TV lounge & a guest kitchen.",40.41583,-3.69881
Petit Palace Alcalá,hoteles,"lodging, point_of_interest, establishment","Calle de la Virgen de los Peligros, 2 28013 Madrid, Spain",https://www.petitpalacealcala.com/en/?utm_source=google&utm_medium=organic&utm_campaign=MyBusiness&utm_content=ALC&origin_source=google&origin_medium=organic&origin_campaign=MyBusiness,915 32 19 01,,4.3,1321,https://maps.google.com/?cid=4435124174233792796,OPERATIONAL,,False,True,"Stylish, contemporary hotel in a 1930s building offering free iPads, Wi-Fi & bikes.",40.41832,-3.69931
"Krüger - Restaurante Alemán | Cervecería Artesanal, Plaza España",bares,"bar, restaurant, food, point_of_interest, establishment","Calle de la Princesa, 5 28008 Madrid, Spain",http://www.restaurantekruger.com/,915 48 47 97,,4.1,1502,https://maps.google.com/?cid=1259702348325293015,CLOSED_TEMPORARILY,1,True,True,,40.42466,-3.71331
Sagaretxe,bares,"bar, restaurant, food, point_of_interest, establishment","Calle de Eloy Gonzalo, 26 28010 Madrid, Spain",https://sagaretxe.net/,914 46 25 88,"Monday: 12:30 – 5:00 PM, 7:30 PM – 12:00 AM | Tuesday: 12:30 – 5:00 PM, 7:30 PM – 12:00 AM | Wednesday: 12:30 – 5:00 PM, 7:30 PM – 12:00 AM | Thursday: 12:30 – 5:00 PM, 7:30 PM – 12:00 AM | Friday: 12:30 – 5:00 PM, 7:30 PM – 12:00 AM | Saturday: 12:30 – 5:00 PM, 7:30 PM – 12:00 AM | Sunday: 12:30 – 5:00 PM, 7:30 PM – 12:00 AM",4.0,3899,https://maps.google.com/?cid=7912598871521807812,OPERATIONAL,2,True,False,"Basque small plates, plus meat & seafood mains, in a traditional cider house with sidewalk seating.",40.43424,-3.701
Taberna del Alabardero Madrid - Restaurante Palacio Real,bares,"bar, restaurant, food, point_of_interest, establishment","Calle de Felipe V, 6 28013 Madrid, Spain",http://www.alabarderomadrid.es/?utm_source=google-my-business,915 47 25 77,Monday: 12:00 PM – 12:00 AM | Tuesday: 12:00 PM – 12:00 AM | Wednesday: 12:00 PM – 12:00 AM | Thursday: 12:00 PM – 12:00 AM | Friday: 12:00 PM – 12:00 AM | Saturday: 12:00 PM – 12:00 AM | Sunday: 12:00 PM – 12:00 AM,4.3,1743,https://maps.google.com/?cid=1501018357437831934,OPERATIONAL,3,True,False,"Traditional Basque cuisine with a creative spin, plus tapas & draft beer, in an old-world setting.",40.4186,-3.71092
Taberna de La Daniela Goya,bares,"bar, restaurant, food, point_of_interest, establishment","Calle del General Pardiñas, 21 28001 Madrid, Spain",https://www.tabernadeladaniela.com/nuestras-danielas/#ladanielagoya,915 75 23 29,"Monday: 12:30 – 5:00 PM, 8:00 PM – 12:00 AM | Tuesday: 12:30 – 5:00 PM, 8:00 PM – 12:00 AM | Wednesday: 12:30 – 5:00 PM, 8:00 PM – 12:00 AM | Thursday: 12:30 – 5:00 PM, 8:00 PM – 12:00 AM | Friday: 12:30 – 5:00 PM, 8:00 PM – 12:00 AM | Saturday: 12:30 – 5:00 PM, 8:00 PM – 12:00 AM | Sunday: 12:30 – 5:00 PM, 8:00 PM – 12:00 AM",4.1,2284,https://maps.google.com/?cid=17933496560849120844,OPERATIONAL,2,True,False,,40.42632,-3.67865
Restaurante italiano Nonsolocaffé,bares,"bar, restaurant, food, point_of_interest, establishment","Calle de Ríos Rosas, 52 28003 Madrid, Spain",http://www.nonsolocaffe.es/,915 33 61 08,Monday: 7:30 AM – 11:00 PM | Tuesday: 7:30 AM – 11:00 PM | Wednesday: 7:30 AM – 11:00 PM | Thursday: 7:30 AM – 11:00 PM | Friday: 7:30 AM – 12:00 AM | Saturday: 9:30 AM – 12:00 AM | Sunday: 9:30 AM – 11:00 PM,4.3,1743,https://maps.google.com/?cid=137926635553078095,OPERATIONAL,2,True,False,"Swanky Italian bistro serving pasta, risotto, meat & fish dishes, plus fixed-price menus & wine.",40.44157,-3.69581
Cats Hostel Madrid Sol,bares,"lodging, bar, point_of_interest, establishment","Calle de los Cañizares, 6 28012 Madrid, Spain",https://catshostels.com/madrid-sol/,913 69 28 07,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,4.2,1877,https://maps.google.com/?cid=15839587220579299361,OPERATIONAL,,False,True,"Bright rooms & dorms in a lively hostel with a bar, offering dance classes & a disco.",40.4129,-3.70167
Taste Me - Restaurante Chamberí con terraza - Carne a la brasa,bares,"bar, restaurant, food, point_of_interest, establishment","Calle de Santa Engracia, 53 28010 Madrid, Spain",https://tasteme.es/,914 54 17 98,Monday: 8:00 AM – 5:00 PM | Tuesday: 8:00 AM – 1:00 AM | Wednesday: 8:00 AM – 1:00 AM | Thursday: 8:00 AM – 2:00 AM | Friday: 8:00 AM – 2:30 AM | Saturday: 10:00 AM – 2:30 AM | Sunday: Closed,4.2,1038,https://maps.google.com/?cid=1639601404754282952,OPERATIONAL,1,True,True,"Tapas, sandwiches & artisanal burgers served in a modern 2-level setting with large windows.",40.43337,-3.69833
Hotel Casón del Tormes,bares,"lodging, bar, cafe, food, point_of_interest, store, establishment","Calle del Río, 7 28013 Madrid, Spain",http://www.hotelcasondeltormes.com/,915 41 97 46,,4.3,1093,https://maps.google.com/?cid=6987984796914043281,OPERATIONAL,,False,True,"Unfussy rooms in a laid-back property offering a bar & a lounge, plus complimentary Wi-Fi.",40.42233,-3.71161
Taberna de La Daniela Medinaceli,bares,"bar, restaurant, food, point_of_interest, establishment","Plaza de Jesús, 7 28014 Madrid, Spain",https://www.tabernadeladaniela.com/nuestras-danielas/#ladanielamedinaceli,913 89 62 38,"Monday: 1:00 – 5:00 PM, 8:00 PM – 12:00 AM | Tuesday: 1:00 – 5:00 PM, 8:00 PM – 12:00 AM | Wednesday: 1:00 – 5:00 PM, 8:00 PM – 12:00 AM | Thursday: 1:00 – 5:00 PM, 8:00 PM – 12:00 AM | Friday: 1:00 – 5:00 PM, 8:00 PM – 12:00 AM | Saturday: 1:00 – 5:00 PM, 8:00 PM – 12:00 AM | Sunday: 1:00 – 5:00 PM, 8:00 PM – 12:00 AM",4.0,2597,https://maps.google.com/?cid=11074171896359536483,OPERATIONAL,2,True,False,,40.41419,-3.69582
Bar Tomate,bares,"bar, restaurant, food, point_of_interest, establishment","Calle de Fernando el Santo, 26 28010 Madrid, Spain",https://grupotragaluz.com/restaurantes/bar-tomate/,917 02 38 70,Monday: 10:00 AM – 12:00 AM | Tuesday: 10:00 AM – 12:00 AM | Wednesday: 10:00 AM – 12:00 AM | Thursday: 10:00 AM – 12:00 AM | Friday: 10:00 AM – 12:00 AM | Saturday: 1:00 PM – 12:00 AM | Sunday: 1:00 PM – 12:00 AM,4.2,3433,https://maps.google.com/?cid=14443535890859007998,OPERATIONAL,2,True,True,"Sharing plates, wood-fired pizzas & meat dishes, plus weekend brunches, in relaxed surrounds.",40.42795,-3.69053
Mercado de la Reina 12,bares,"bar, restaurant, food, point_of_interest, establishment","Gran Vía, 12 28013 Madrid, Spain",https://www.mercadodelareina.es/,915 21 31 98,Monday: 9:00 AM – 1:00 AM | Tuesday: 9:00 AM – 1:00 AM | Wednesday: 9:00 AM – 1:00 AM | Thursday: 9:00 AM – 1:00 AM | Friday: 9:00 AM – 2:00 AM | Saturday: 10:00 AM – 2:00 AM | Sunday: 10:00 AM – 1:00 AM,4.2,7504,https://maps.google.com/?cid=11849979620413171376,OPERATIONAL,2,True,False,"Industrial-chic spot with communal tables & a gin bar, serving market-sourced Spanish dishes.",40.41963,-3.69877
Malacatín,bares,"bar, restaurant, food, point_of_interest, establishment","Calle de la Ruda, 5 28005 Madrid, Spain",https://www.malacatin.com/,913 65 52 41,,4.4,3794,https://maps.google.com/?cid=7569528127333161007,CLOSED_TEMPORARILY,2,True,False,Venerable family-run eatery for tapas & rich cocido stew amid tiled walls & bullfighting posters.,40.41031,-3.70767
El Escondite de Villanueva l Restaurante Barrio Salamanca,bares,"liquor_store, bar, restaurant, food, point_of_interest, store, establishment","Calle de Villanueva, 26 28001 Madrid, Spain",https://www.elesconditedevillanueva.com/?utm_source=gmb&utm_medium=gmb&utm_campaign=web,914 31 33 49,Monday: 9:00 AM – 1:00 AM | Tuesday: 9:00 AM – 1:00 AM | Wednesday: 9:00 AM – 1:00 AM | Thursday: 9:00 AM – 1:00 AM | Friday: 9:00 AM – 2:00 AM | Saturday: 11:00 AM – 2:00 AM | Sunday: 11:00 AM – 12:00 AM,4.1,2554,https://maps.google.com/?cid=1069283035418375748,OPERATIONAL,2,True,False,"Tacos & ceviche with Mediterranean seafood, plus mini hamburgers & Spanish wine in a stylish lounge.",40.42237,-3.68598
Taberna Degusta,bares,"meal_delivery, bar, restaurant, food, point_of_interest, establishment","Calle de Francisco Silvela, 83 28028 Madrid, Spain",https://www.tabernadegusta.com/,910 25 71 53,Monday: 12:00 PM – 12:00 AM | Tuesday: 12:00 PM – 12:00 AM | Wednesday: 12:00 PM – 12:00 AM | Thursday: 12:00 PM – 12:00 AM | Friday: 12:00 PM – 12:00 AM | Saturday: Closed | Sunday: Closed,4.4,697,https://maps.google.com/?cid=6007237441795405212,OPERATIONAL,2,True,False,,40.43687,-3.67716
Taberna La Carmencita,bares,"bar, restaurant, food, point_of_interest, establishment","Calle de la Libertad, 16 28004 Madrid, Spain",http://tabernalacarmencita.es/,915 31 09 11,"Monday: 12:30 – 5:00 PM, 8:00 PM – 12:30 AM | Tuesday: 12:30 – 5:00 PM, 8:00 PM – 12:30 AM | Wednesday: 12:30 PM – 12:30 AM | Thursday: 12:30 PM – 12:30 AM | Friday: 12:30 PM – 1:00 AM | Saturday: 12:30 PM – 1:00 AM | Sunday: 12:30 PM – 12:30 AM",4.0,1574,https://maps.google.com/?cid=597546582407674581,OPERATIONAL,2,True,True,Traditional meals made with carefully sourced ingredients at a time-tested tavern with tiled walls.,40.42116,-3.69728
Fogg Bar Birras & Burgers,bares,"bar, restaurant, food, point_of_interest, establishment","Plaza de los Reyes Magos, 6 28007 Madrid, Spain",http://foggbar.es/,912 83 60 26,"Monday: Closed | Tuesday: 1:00 – 4:00 PM, 7:00 – 11:00 PM | Wednesday: 1:00 – 4:00 PM, 7:00 – 11:00 PM | Thursday: 1:00 – 4:00 PM, 7:00 – 11:00 PM | Friday: 1:00 – 4:00 PM, 7:00 – 11:30 PM | Saturday: 1:00 – 4:00 PM, 7:00 – 11:30 PM | Sunday: Closed",4.7,1531,https://maps.google.com/?cid=2252839595692260157,OPERATIONAL,2,True,False,,40.40806,-3.67649
Soho de Jorge Juan Bar Restaurante,bares,"bar, restaurant, food, point_of_interest, establishment","Calle de Jorge Juan, 50 28001 Madrid, Spain",http://www.sohorestaurante.com/,915 77 89 73,Monday: 9:00 AM – 2:30 AM | Tuesday: 9:00 AM – 2:30 AM | Wednesday: 9:00 AM – 2:30 AM | Thursday: 9:00 AM – 2:30 AM | Friday: 9:00 AM – 2:30 AM | Saturday: 12:00 PM – 2:30 AM | Sunday: 12:00 PM – 2:30 AM,4.2,845,https://maps.google.com/?cid=7094790500762161200,OPERATIONAL,2,True,False,,40.42347,-3.68085
Restaurante La Cuchara,bares,"bar, cafe, restaurant, food, point_of_interest, store, establishment","Calle del Conde de Peñalver, 82 28006 Madrid, Spain",http://www.lacuchararestaurante.es/,913 09 34 05,Monday: 1:00 – 10:30 PM | Tuesday: 1:00 – 10:30 PM | Wednesday: 1:00 – 10:30 PM | Thursday: 1:00 – 10:30 PM | Friday: 1:00 PM – 12:00 AM | Saturday: 1:00 PM – 12:00 AM | Sunday: 1:00 – 10:30 PM,4.3,2502,https://maps.google.com/?cid=12157182612448447876,OPERATIONAL,2,True,False,"Classic Venezuelan fare like arepas & tequeños, plus cocktails, in a relaxed eatery with a terrace.",40.43292,-3.67483
La Negra Tomasa,bares,"bar, restaurant, food, point_of_interest, establishment","Calle de Cádiz, 9 28012 Madrid, Spain",https://www.lanegratomasa.com/,915 23 58 30,Monday: 7:30 PM – 3:00 AM | Tuesday: 7:30 PM – 3:00 AM | Wednesday: 1:30 PM – 3:00 AM | Thursday: 1:30 PM – 3:00 AM | Friday: 1:30 PM – 4:00 AM | Saturday: 1:30 PM – 4:00 AM | Sunday: 1:30 PM – 3:00 AM,4.1,7397,https://maps.google.com/?cid=10546066214783189261,OPERATIONAL,2,True,True,"Traditional Cuban & Creole eats, plus cocktails, live music & dancing in a lively, colorful space.",40.41585,-3.70238
Bar El Brillante,bares,"bar, restaurant, food, point_of_interest, establishment","Plaza del Emperador Carlos V, 8 28012 Madrid, Spain",http://www.barelbrillante.es/,915 28 26 30,Monday: 8:00 AM – 11:30 PM | Tuesday: Closed | Wednesday: 8:00 AM – 11:30 PM | Thursday: 8:00 AM – 11:30 PM | Friday: 8:00 AM – 12:30 AM | Saturday: 8:00 AM – 12:30 AM | Sunday: 8:00 AM – 11:30 PM,3.6,24457,https://maps.google.com/?cid=14719286351646956514,OPERATIONAL,2,False,True,"Humble eatery dishing up Spanish classics & calamari sandwiches, plus wine & beer.",40.40861,-3.69285
Taberna de La Daniela Cuchilleros,bares,"bar, restaurant, food, point_of_interest, establishment","Calle de Cuchilleros, 9 28005 Madrid, Spain",https://www.tabernadeladaniela.com/nuestras-danielas/#ladanielacuchilleros,913 66 20 18,"Monday: 1:00 – 5:00 PM, 8:00 PM – 12:00 AM | Tuesday: 1:00 – 5:00 PM, 8:00 PM – 12:00 AM | Wednesday: 1:00 – 5:00 PM, 8:00 PM – 12:00 AM | Thursday: 1:00 – 5:00 PM, 8:00 PM – 12:00 AM | Friday: 1:00 – 5:00 PM, 8:00 PM – 12:00 AM | Saturday: 1:00 – 5:00 PM, 8:00 PM – 12:00 AM | Sunday: 1:00 – 5:00 PM, 8:00 PM – 12:00 AM",4.0,2250,https://maps.google.com/?cid=6122150964845839047,OPERATIONAL,2,True,False,,40.41449,-3.70791
Tablao Flamenco 1911,bares,"bar, point_of_interest, establishment","Plaza de Santa Ana, 15 28012 Madrid, Spain",https://tablaoflamenco1911.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb_profile&utm_content=profile_button,914 91 50 56,Monday: 10:00 AM – 12:00 AM | Tuesday: 10:00 AM – 12:00 AM | Wednesday: 10:00 AM – 12:00 AM | Thursday: 10:00 AM – 12:00 AM | Friday: 10:00 AM – 12:00 AM | Saturday: 10:00 AM – 12:00 AM | Sunday: 10:00 AM – 12:00 AM,4.6,3248,https://maps.google.com/?cid=18131905444007019992,OPERATIONAL,2,True,True,Embellished restaurant offering Andalusian cuisine & live flamenco dancers & musicians.,40.41499,-3.70142
La Vía Láctea,bares,"bar, point_of_interest, establishment","Calle de Velarde, 18 28004 Madrid, Spain",https://m.facebook.com/lavialacteabar/?locale2=es_ES,,Monday: 7:00 PM – 3:00 AM | Tuesday: 7:00 PM – 3:00 AM | Wednesday: 7:00 PM – 3:00 AM | Thursday: 7:00 PM – 3:00 AM | Friday: 7:00 PM – 3:30 AM | Saturday: 6:00 PM – 3:30 AM | Sunday: 7:00 PM – 3:00 AM,4.2,3990,https://maps.google.com/?cid=7072846427533474422,OPERATIONAL,2,False,False,Upbeat lounge offering drinks & dancing in a cozy space with a pool table & a vintage vibe.,40.4269,-3.70292
Independance Club,bares,"bar, night_club, point_of_interest, establishment","Calle de Atocha, 127 28012 Madrid, Spain",https://www.independanceclub.com/,683 51 64 74,Monday: Closed | Tuesday: Closed | Wednesday: Closed | Thursday: 11:30 PM – 5:00 AM | Friday: 11:30 PM – 6:00 AM | Saturday: 11:30 PM – 6:00 AM | Sunday: Closed,3.7,3039,https://maps.google.com/?cid=2252486245794309274,OPERATIONAL,1,True,False,"Buzzy nightspot hosting indie rock, hip hop & electronic bands, plus dancing to ’80s & ’90s tunes.",40.40967,-3.69298
La Musa Malasaña,bares,"bar, restaurant, food, point_of_interest, establishment","Calle de Manuela Malasaña, 18 28004 Madrid, Spain",https://grupolamusa.com/restaurante-musa-malasana/,919 03 97 76,Monday: 1:00 PM – 12:00 AM | Tuesday: 1:00 PM – 12:00 AM | Wednesday: 1:00 PM – 12:00 AM | Thursday: 1:00 PM – 12:00 AM | Friday: 1:00 PM – 1:00 AM | Saturday: 1:00 PM – 1:00 AM | Sunday: 1:00 PM – 12:00 AM,4.5,4090,https://maps.google.com/?cid=10747233118834305758,OPERATIONAL,2,True,False,,40.42881,-3.70439
Taberna del Puerto,bares,"bar, restaurant, food, point_of_interest, establishment","Calle de Diego de León, 58 28006 Madrid, Spain",http://www.tabernapuerto.com/,913 09 28 87,Monday: 12:30 PM – 12:30 AM | Tuesday: 12:30 PM – 12:30 AM | Wednesday: 12:30 PM – 12:30 AM | Thursday: 12:30 PM – 12:30 AM | Friday: 12:30 PM – 12:30 AM | Saturday: 12:30 PM – 12:30 AM | Sunday: 12:30 – 4:30 PM,4.0,353,https://maps.google.com/?cid=12941289634604890312,OPERATIONAL,3,True,True,,40.43448,-3.67701
